step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,project,device,input_dim,n_runs,save_results,seed,lr,num_classes,layers,dataset
49,0.9993000090122224,0.0002569078406896,0.877700001001358,0.0141954268519594,mlp-synthetic-sgd,0,1000,10,True,42,0.001,10,10_10,synthetic
49,1.0,0.0,0.9366000056266784,0.0057913735669257,mlp-synthetic-adam,0,1000,10,True,42,0.001,10,22_22,synthetic
49,0.4577299982309341,0.0766272977461939,0.3582999959588051,0.0600209137274598,mlp-synthetic-adam,0,1000,10,True,42,0.001,10,3_3,synthetic
49,1.0,0.0,0.9473999977111816,0.0044654260889122,mlp-synthetic-adam,0,1000,10,True,42,0.001,10,51_51,synthetic
49,0.8579199969768524,0.0404276788412875,0.6086999952793122,0.032124125910943,mlp-synthetic-sgd,0,1000,10,True,42,0.001,10,5_5,synthetic
