step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,log,thetam,algo_perc,dataset,bs,rob,project,layers,input_dim,same_random_classifier,rm_pixel,binarize_dataset,save_results,epochs,seed,train_dim,n_runs,device,algo_layer,thermometer_bits,freeze_last,k,grouping_factor,epoch_interval_switch,prob_reinforcement,prob_update,val_dim,rescale,freeze_first
1.0,13.313,0.4559616211919595,19.68,1.1287603820120549,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
2.0,30.317,1.4220270742851555,38.84,1.4686388255796583,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
3.0,48.852,1.2608631963857138,52.325,1.178611471181238,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
4.0,60.851,1.293780893350956,59.65,1.3032651303552938,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
5.0,67.738,1.0822180926227387,64.89,0.9049309365912948,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
6.0,72.035,1.163849217038013,67.38,1.2157713600837958,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
7.0,74.952,0.9442647933710128,69.83500000000001,1.296929065138106,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
8.0,77.209,0.8379671831283141,71.71000000000001,1.0748953437428204,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
9.0,78.809,0.7758537233267633,73.285,1.2635367030680222,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
10.0,79.875,0.9673184584199762,73.64999999999999,0.7039176088151232,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
11.0,81.168,0.5916384030808008,74.16499999999999,0.7842352963237512,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
12.0,81.715,0.6492187612815917,74.71000000000001,0.8502352615599995,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
13.0,82.71799999999999,0.7448865685458398,75.465,0.7768687147774708,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
14.0,83.25800000000001,0.648703322020168,76.38000000000001,1.3394401815684034,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
15.0,83.628,0.7522871792075132,75.64000000000001,1.0415853301578342,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
16.0,84.132,0.677049481205029,76.08000000000001,0.7473954776421918,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
17.0,84.501,0.7747961022101244,76.74000000000001,1.2709838708654029,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
18.0,84.99000000000001,0.8216446920658569,76.64500000000001,1.2671720483028344,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
19.0,85.245,0.5035325212933132,76.92999999999999,1.3313902508280575,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
20.0,85.51400000000001,0.6656906188313019,77.455,0.7118461912520142,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
21.0,85.85900000000001,0.5374653477202036,77.80000000000001,0.8823264701911652,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
22.0,85.92699999999999,0.8850881312050254,77.505,1.21458840765092,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
23.0,86.14400000000002,0.4896570228231207,77.735,1.7422758105420606,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
24.0,86.32300000000001,0.667053970829947,78.14,1.1159749101122296,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
25.0,86.597,0.7026243662156918,77.53999999999999,1.0620263650211326,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
26.0,87.013,0.7050964473034873,78.025,1.115627626047327,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
27.0,86.912,0.5856927522174058,78.31500000000001,1.186602292261396,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
28.0,86.921,0.697372927492883,78.125,0.9895074532311492,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
29.0,87.331,0.793605065508025,78.14,1.2257242756835636,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
30.0,87.375,0.6255277771610168,78.22,0.6581033353509166,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
31.0,87.36,0.6530696746902322,78.285,0.8321808697632972,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
32.0,87.792,0.6809963289181512,78.485,0.9947487119871032,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
33.0,87.877,0.5328611451400871,78.625,1.091844769186538,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
34.0,87.90299999999999,0.6903050050521146,78.61,1.0707007051459332,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
35.0,87.94800000000001,0.8204608461102817,78.475,1.2192723239703265,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
36.0,88.066,0.7977367986999229,78.47999999999999,1.700911520332553,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
37.0,88.15900000000002,0.7162185420665956,78.395,0.9193611912627128,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
38.0,88.202,0.628916528642712,78.64500000000001,1.2129406415814408,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
39.0,88.473,0.7418227551106792,79.15,0.9362157870918426,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
40.0,88.45700000000001,0.6428693490904641,78.83000000000001,1.2054459755625735,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
41.0,88.471,0.6312598514082772,78.59,0.674091981854109,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
42.0,88.54799999999999,0.5310517865519315,79.235,0.6527059062089151,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
43.0,88.702,0.7376150757678445,79.115,1.076580233888773,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
44.0,88.90299999999999,0.6482445526188421,79.32,1.0512373661547625,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
45.0,88.87100000000001,0.6554303929480232,79.41499999999999,0.8291712730190318,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
46.0,88.934,0.6011854955003495,79.35499999999999,1.5453883007192717,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
47.0,88.94800000000001,0.8216787693496774,79.325,1.011496416207195,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
48.0,89.02000000000001,0.7260853944268526,79.345,1.3640839416986048,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
49.0,89.179,0.9534406116796164,79.47,0.9421252570651124,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
50.0,89.266,0.8326127551268931,79.10499999999999,1.2693403798824014,False,0,cp+r,synthetic,100,8,bnn-synthetic-localloss,35_35,,False,False,False,True,50,42,,10,0,one,0,True,1,35,0,0.5,1,2000,False,False
0.0,9.964,0.4733539901595845,9.835,0.555,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
1.0,18.285,0.853560191199191,34.855,1.315570218574439,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
2.0,60.25500000000001,1.4647815536795918,73.28999999999999,1.0799999999999994,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
3.0,83.474,0.6744360607203598,83.71,0.8187795796183485,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
4.0,89.91799999999999,0.4439549526697506,86.89000000000001,0.9562426470305524,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
5.0,92.471,0.3373558951611785,88.63500000000002,0.5661492736019393,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
6.0,93.905,0.3257069234756909,89.525,0.8087799453497855,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
7.0,94.949,0.2790143365492189,90.095,0.518386921131309,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
8.0,95.609,0.2482518882103427,90.665,0.460461724793711,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
9.0,96.156,0.1833139383680323,91.03,0.8660831368869842,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
10.0,96.649,0.1621388294024615,91.06,0.6315853069855263,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
11.0,96.96,0.1626038129934261,91.25,0.650000000000001,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
12.0,97.323,0.1888412031310945,91.535,0.7671538307275795,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
13.0,97.519,0.1401035331460291,91.735,0.5486574523325095,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
14.0,97.764,0.1403709371629325,91.84,0.7224264668462799,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
15.0,97.89,0.1879361593733368,91.65,0.5389805191284757,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
16.0,98.132,0.1385496300969431,91.895,0.7504831776928774,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
17.0,98.238,0.1526302722267108,91.7,0.6866585760041154,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
18.0,98.395,0.1559006093637865,91.53,1.063766891757776,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
