step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,input_dim,project,layers,device,save_results,seed,num_classes,dataset,n_runs,lr
49,0.9074399948120118,0.0110449244795992,0.2941400051116943,0.0082845876703499,9216,mlp-cifar100tl-sgd,145_145,0,True,42,100,cifar100tl,10,0.01
49,0.9351999998092652,0.0058350703893066,0.3157500028610229,0.00774897016888,9216,mlp-cifar100tl-sgd,312_312,0,True,42,100,cifar100tl,10,0.01
49,0.7506400048732758,0.0346115351053995,0.184070000052452,0.0089538880438359,9216,mlp-cifar100tl-sgd,33_33,0,True,42,100,cifar100tl,10,0.01
49,0.8706399977207184,0.020713834150232,0.2562399968504906,0.0080448987537496,9216,mlp-cifar100tl-sgd,70_70,0,True,42,100,cifar100tl,10,0.01
49,0.9368000030517578,0.0063498092562974,0.3329200029373169,0.0070974368799056,9216,mlp-cifar100tl-sgd,715_715,0,True,42,100,cifar100tl,10,0.01
