step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,log,thetam,algo_perc,dataset,bs,rob,project,layers,input_dim,same_random_classifier,rm_pixel,binarize_dataset,save_results,epochs,seed,train_dim,n_runs,device,algo_layer,thermometer_bits,freeze_last,k,grouping_factor,epoch_interval_switch,prob_reinforcement,prob_update,val_dim,rescale,freeze_first
3.0,82.9126,0.1105985533359293,83.31000000000002,0.3293933818400136,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
4.0,83.7936,0.0810274027721497,84.09,0.2005492458225657,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
5.0,84.3662,0.0726220352234752,84.38300000000001,0.3296073421512323,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
6.0,84.8172,0.0852581960869446,84.74299999999998,0.2016953147695774,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
7.0,85.1664,0.0977294223865047,84.925,0.2904565371961867,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
8.0,85.4892,0.0721731251921365,85.24,0.2796426290821903,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
9.0,85.747,0.068347640778598,85.43,0.2966142275751443,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
10.0,85.94340000000001,0.0604718116150004,85.53900000000002,0.2359004027126699,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
11.0,86.14939999999999,0.0789888599740483,85.66499999999999,0.2781815953653325,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
12.0,86.3252,0.0711966291336873,85.831,0.2430411487793794,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
13.0,86.47999999999999,0.0648012345561406,85.97,0.3099032106964996,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
14.0,86.63799999999999,0.0560927802840965,85.975,0.2548823257897663,False,0,cp+r,fmnist,100,258,bnn-fmnist-localloss,1035_1035,,False,False,True,True,50,42,,10,0,one,0,True,1,115,0,0.5,1,10000,False,False
