step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,lr,momentum,seed,layers,input_dim,n_runs,project,device,num_classes,save_results,dataset
16,0.9928899884223938,0.000617173517174,0.9233647525310515,0.0032234179449469,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
17,0.994700002670288,0.0004626098154496,0.9230111956596374,0.0033387747954379,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
18,0.9961700022220612,0.0004099983996507,0.9228344142436982,0.0031249740677939,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
19,0.9973100066184998,0.0003726850184966,0.9229522705078124,0.0030341979065838,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
20,0.9980399906635284,0.0003747028823,0.9229228079319,0.002999519409027,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
21,0.9987200021743774,0.0002271698882729,0.92304065823555,0.0032538456083002,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
22,0.9990399956703186,0.0002905046698954,0.9228344261646272,0.003462342391747,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
23,0.9992600083351136,0.0002289062663292,0.922981733083725,0.0032629088277861,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
24,0.9994399905204772,0.0001562057305132,0.9229522705078124,0.0033960169250563,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
25,0.9996299982070924,0.0001552444714173,0.9228933453559875,0.0035821215498998,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
26,0.9997300028800964,0.0001187460595447,0.9230406641960144,0.0038479212310111,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
27,0.999810004234314,9.433272269607744e-05,0.9234236896038056,0.0036550392796109,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
28,0.9998299956321716,0.0001004905243506,0.9236004710197449,0.0036110748100886,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
29,0.9998600006103516,0.0001113502151339,0.9238656520843506,0.003663948122206,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
30,0.9999099969863892,6.999288441863868e-05,0.9238951086997986,0.0036754195235155,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
31,0.999949997663498,6.707984392922506e-05,0.923954039812088,0.0035709581603888,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
32,0.9999799966812134,4.000663757324219e-05,0.923865646123886,0.0035606096296003,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
33,0.9999899983406066,3.000497817993164e-05,0.9238361954689026,0.0039049108463867,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
34,1.0,0.0,0.9238951146602632,0.0038417102770022,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
35,1.0,0.0,0.9236888647079468,0.0040053382094404,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
36,1.0,0.0,0.9238951086997986,0.004022746949463,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
37,1.0,0.0,0.923954039812088,0.0040729224925917,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
38,1.0,0.0,0.923983496427536,0.0039705100118059,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
39,1.0,0.0,0.9241602838039398,0.0038465666453711,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
40,1.0,0.0,0.9241897463798524,0.0038349267696022,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
41,1.0,0.0,0.9239540457725524,0.003829037186412,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
42,1.0,0.0,0.923983508348465,0.0037938559369851,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
43,1.0,0.0,0.9238951206207277,0.0037962574633316,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
44,1.0,0.0,0.9238656401634217,0.003846584359746,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
45,1.0,0.0,0.9238951146602632,0.0038642626280132,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
46,1.0,0.0,0.923954039812088,0.0038920118396966,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
47,1.0,0.0,0.923924559354782,0.0037704374811283,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
48,1.0,0.0,0.923924559354782,0.0036842668351862,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
49,1.0,0.0,0.9239834845066072,0.0037175740704444,0.01,0.0,42,1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
0,0.217620000988245,0.0492751826667127,0.2704183869063854,0.099956238774813,0.01,0.0,42,1035_1035_1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
1,0.33592000156641,0.0683952567880618,0.4330877989530563,0.0628417788690266,0.01,0.0,42,1035_1035_1035_1035_1035,2304,10,mlp-imagenettetl-sgd,0,10,True,imagenettetl
