step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,epochs,project,prob_update,binarize_dataset,thermometer_bits,epoch_interval_switch,bs,grouping_factor,input_dim,freeze_first,same_random_classifier,device,save_results,k,freeze_last,rm_pixel,train_dim,weight_clip,algo_perc,rob,seed,val_dim,log,thetam,layers,n_runs,rescale,prob_reinforcement,algo_layer,dataset
50.0,10.053999999999998,0.0727426972279693,10.051000000000002,0.3453534421429732,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,1,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
50.0,89.66100000000002,0.1856145199061741,80.765,0.3497213176230448,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,128,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
50.0,9.968,0.1100159079406246,10.059,0.222056299167576,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,16,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
50.0,72.77475000000001,0.207847450068555,72.099,1.0679555234184626,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,32,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
50.0,82.146,0.3529752115942421,78.217,0.4938025921357639,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,64,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
50.0,9.916250000000002,0.1543545026878063,9.902,0.183073755628708,50,bnn-cifar10tl-localloss-forget,1,True,0,0,100,135,,False,False,0,True,1,True,False,,8,cp+r,33,42,10000,True,0,135_135,10,False,0.5,one,cifar10tl
